Index,Offset,HeaderID,Length,Type,Text
1698,1640D,17D4,20,StringEntry,"OTYPE_AntiAircraftV1"
1699,1652C,17F2,20,StringEntry,"OTYPE_AntiAircraftV2"
1700,165F8,1806,20,StringEntry,"OTYPE_AntiAircraftV3"
1701,166B4,1818,18,StringEntry,"OTYPE_TunnellingV1"
1702,167AB,182F,2,MismatchedLength,"@@"
1703,167EF,1838,18,StringEntry,"OTYPE_TunnellingV2"
1704,168D7,184E,18,StringEntry,"OTYPE_TunnellingV3"
1705,169AF,1862,14,StringEntry,"OTYPE_Sappers1"
1706,16AC4,187B,2,MismatchedLength," A"
1707,16AC8,??,2,Unverified,"pA"
1708,16B06,1884,14,StringEntry,"OTYPE_Sappers2"
1709,16BED,1899,15,StringEntry,"OTYPE_Ironclad1"
1710,16CE4,18B2,2,MismatchedLength," A"
1711,16D28,18BB,15,StringEntry,"OTYPE_Ironclad2"
1712,16E17,18D4,15,StringEntry,"OTYPE_Ironclad3"
1713,16EF6,18EB,16,StringEntry,"OTYPE_Submarine1"
1714,16FEF,1907,16,StringEntry,"OTYPE_Submarine2"
1715,17095,1919,16,StringEntry,"OTYPE_Submarine3"
1716,1712B,1929,14,StringEntry,"OTYPE_Balloon1"
1717,1723D,1946,14,StringEntry,"OTYPE_Balloon2"
1718,172FA,1959,14,StringEntry,"OTYPE_Balloon3"
1719,173A7,196A,20,StringEntry,"OTYPE_ConstructionV1"
1720,17475,1980,2,MismatchedLength,"`A"
1721,17479,??,2,Unverified," A"
1722,174B7,1989,20,StringEntry,"OTYPE_ConstructionV2"
1723,17557,199B,20,StringEntry,"OTYPE_MobileRepairV1"
1724,17643,19B1,2,MismatchedLength,"pA"
1725,17647,??,2,Unverified," A"
1726,17685,19BA,20,StringEntry,"OTYPE_MobileRepairV2"
1727,17743,19CC,17,StringEntry,"OTYPE_MortarBike1"
1728,17870,19EB,17,StringEntry,"OTYPE_MortarBike2"
1729,1795B,1A01,17,StringEntry,"OTYPE_MortarBike3"
1730,17A36,1A1B,13,StringEntry,"OTYPE_ScoutM1"
1731,17B47,1A38,13,StringEntry,"OTYPE_ScoutM2"
1732,17C13,1A4D,13,StringEntry,"OTYPE_ScoutM3"
1733,17CCF,1A60,16,StringEntry,"OTYPE_FightingM1"
1734,17D9F,1A74,2,MismatchedLength,"@@"
1735,17DE3,1A7D,16,StringEntry,"OTYPE_FightingM2"
1736,17ED0,1A94,16,StringEntry,"OTYPE_FightingM3"
1737,17FAD,1AA9,18,StringEntry,"OTYPE_BombardingM1"
1738,180E7,1AC5,2,MismatchedLength,"@@"
1739,1812B,1ACE,18,StringEntry,"OTYPE_BombardingM2"
1740,1825D,1AEA,18,StringEntry,"OTYPE_BombardingM3"
1741,1837F,1B04,16,StringEntry,"OTYPE_ScanningM1"
1742,18485,1B1C,2,MismatchedLength,"@@"
1743,184C9,1B25,16,StringEntry,"OTYPE_ScanningM2"
1744,185BE,1B3C,16,StringEntry,"OTYPE_ScanningM3"
1745,186A3,1B51,18,StringEntry,"OTYPE_Constrictor1"
1746,187C0,1B6F,18,StringEntry,"OTYPE_Constrictor2"
1747,18891,1B84,18,StringEntry,"OTYPE_Constrictor3"
1748,18952,1B97,16,StringEntry,"OTYPE_ElectricM1"
1749,18A8B,1BB8,16,StringEntry,"OTYPE_ElectricM2"
1750,18B78,1BD0,16,StringEntry,"OTYPE_ElectricM3"
1751,18C55,1BE6,14,StringEntry,"OTYPE_FlyingM1"
1752,18D67,1C04,14,StringEntry,"OTYPE_FlyingM2"
1753,18E34,1C19,14,StringEntry,"OTYPE_FlyingM3"
1754,18EF1,1C2C,19,StringEntry,"OTYPE_XenoTelepath1"
1755,1903C,1C48,2,MismatchedLength,"@A"
1756,19080,1C51,19,StringEntry,"OTYPE_XenoTelepath2"
1757,191CA,1C6E,19,StringEntry,"OTYPE_XenoTelepath3"
1758,19304,1C89,16,StringEntry,"OTYPE_HandlingM1"
1759,193E5,1C9E,2,MismatchedLength," A"
1760,193E9,??,2,Unverified,"pA"
1761,19427,1CA7,16,StringEntry,"OTYPE_HandlingM2"
1762,194E8,1CBA,15,StringEntry,"OTYPE_DiggingM1"
1763,195AA,1CCE,2,MismatchedLength," A"
1764,195AE,??,2,Unverified,"pA"
1765,195EC,1CD7,15,StringEntry,"OTYPE_DiggingM2"
1766,1968E,1CE9,12,StringEntry,"OTYPE_Drone1"
1767,19787,1D07,12,StringEntry,"OTYPE_Drone2"
1768,19834,1D1C,12,StringEntry,"OTYPE_Drone3"
1769,198D1,1D2F,14,StringEntry,"OTYPE_Tempest1"
1770,19A26,1D53,14,StringEntry,"OTYPE_Tempest2"
1771,19B4D,1D70,14,StringEntry,"OTYPE_Tempest3"
1772,19C6B,1D97,21,StringEntry,"OTYPE_Bridge_Military"
1773,19CC2,1DA0,16,StringEntry,"OTYPE_Wire_Fence"
1774,19D42,1DAE,15,StringEntry,"OTYPE_Wire_Wall"
1775,19DB8,1DBB,21,StringEntry,"OTYPE_Mined_Wire_Wall"
1776,19E26,1DC6,11,StringEntry,"OTYPE_Mines"
1777,19EA5,1DD6,24,StringEntry,"OTYPE_WireTriggeredMines"
1778,19F28,1DE5,19,StringEntry,"OTYPE_EnhancedMines"
1779,19F98,1DF6,21,StringEntry,"OTYPE_VehicleFactory1"
1780,1A084,1E0D,21,StringEntry,"OTYPE_VehicleFactory2"
1781,1A18C,1E24,21,StringEntry,"OTYPE_VehicleFactory3"
1782,1A2A8,1E3B,20,StringEntry,"OTYPE_TrainingCentre"
1783,1A350,1E4D,15,StringEntry,"OTYPE_ShipYard1"
1784,1A4CF,1E6D,15,StringEntry,"OTYPE_ShipYard2"
1785,1A66A,1E8D,15,StringEntry,"OTYPE_ShipYard3"
1786,1A82A,1EAE,21,StringEntry,"OTYPE_AirCraftHangar1"
1787,1A916,1EC5,21,StringEntry,"OTYPE_AirCraftHangar2"
1788,1A9EB,1ED9,21,StringEntry,"OTYPE_AirCraftHangar3"
1789,1AAD4,1EED,22,StringEntry,"OTYPE_ConstructionLabs"
1790,1ABC2,1F03,22,StringEntry,"OTYPE_MunitionsFactory"
1791,1ACB0,1F19,21,StringEntry,"OTYPE_RepairWorkshops"
1792,1AD7B,1F2D,17,StringEntry,"OTYPE_CommandPost"
1793,1AE7C,1F45,19,StringEntry,"OTYPE_MediumGunEmp1"
1794,1AF30,1F5A,19,StringEntry,"OTYPE_MediumGunEmp2"
1795,1AFAB,1F67,18,StringEntry,"OTYPE_HeavyGunEmp1"
1796,1B060,1F7B,18,StringEntry,"OTYPE_HeavyGunEmp2"
1797,1B0D8,1F88,18,StringEntry,"OTYPE_HeavyGunEmp3"
1798,1B149,1F94,23,StringEntry,"OTYPE_AAGunEmplacement1"
1799,1B203,1FA8,23,StringEntry,"OTYPE_AAGunEmplacement2"
1800,1B280,1FB5,23,StringEntry,"OTYPE_AAGunEmplacement3"
1801,1B2F6,1FC1,21,StringEntry,"OTYPE_RailwayPlatform"
1802,1B32F,1FC7,16,StringEntry,"OTYPE_Parliament"
1803,1B416,1FE1,22,StringEntry,"OTYPE_Electric_Fencing"
1804,1B49C,1FEF,19,StringEntry,"OTYPE_Laser_Fencing"
1805,1B516,1FFC,20,StringEntry,"OTYPE_Plasma_Fencing"
1806,1B55C,??,2,Unverified,"  "
1807,1B563,??,2,Unverified," +"
1808,1B583,2007,18,StringEntry,"OTYPE_Constructor1"
1809,1B5A6,??,2,Unverified," 2"
1810,1B62A,??,2,Unverified," ""
1811,1B643,??,2,Unverified,"  "
1812,1B64A,??,2,Unverified," +"
1813,1B653,??,2,Unverified," /"
1814,1B664,??,2,Unverified," :"
1815,1B66B,??,2,Unverified," <"
1816,1B68E,2020,18,StringEntry,"OTYPE_Constructor2"
1817,1B6A9,??,3,Unverified,"" 2"
1818,1B730,??,3,Unverified,"+ ""
1819,1B749,??,3,Unverified,". +"
1820,1B752,??,3,Unverified,"/ :"
1821,1B759,??,3,Unverified,"0 <"
1822,1B77B,2035,18,StringEntry,"OTYPE_Constructor3"
1823,1B796,??,3,Unverified,"7 2"
1824,1B82E,??,3,Unverified,"A ""
1825,1B847,??,3,Unverified,"D +"
1826,1B850,??,3,Unverified,"E :"
1827,1B857,??,3,Unverified,"F <"
1828,1B86B,2049,23,StringEntry,"OTYPE_EnergyWeaponPlant"
1829,1B892,??,3,Unverified,"L 2"
1830,1B96B,??,3,Unverified,"[ ""
1831,1B984,??,3,Unverified,"^  "
1832,1B98B,??,3,Unverified,"_ +"
1833,1B994,??,3,Unverified,"` :"
1834,1B99B,??,3,Unverified,"a <"
1835,1B9AF,2064,20,StringEntry,"OTYPE_SuspFieldSite1"
1836,1B9D3,??,3,Unverified,"g 2"
1837,1BA46,??,3,Unverified,"p ""
1838,1BA5F,??,3,Unverified,"s  "
1839,1BA66,??,3,Unverified,"t +"
1840,1BA6F,??,3,Unverified,"u /"
1841,1BA80,??,3,Unverified,"v :"
1842,1BA87,??,3,Unverified,"w <"
1843,1BAAB,207C,20,StringEntry,"OTYPE_SuspFieldSite2"
1844,1BAC8,??,3,Unverified,"~ 2"
1845,1BB61,??,2,Unverified," ""
1846,1BB7A,??,2,Unverified," +"
1847,1BB83,??,2,Unverified," :"
1848,1BB8A,??,2,Unverified," <"
1849,1BBAB,2092,20,StringEntry,"OTYPE_SuspFieldSite3"
1850,1BBC9,??,2,Unverified," 2"
1851,1BC83,??,2,Unverified," ""
1852,1BC9C,??,2,Unverified," +"
1853,1BCA5,??,2,Unverified," :"
1854,1BCAC,??,2,Unverified," <"
1855,1BCBF,20A8,21,StringEntry,"OTYPE_TelepathCentre1"
1856,1BCE5,??,2,Unverified," 2"
1857,1BD69,??,2,Unverified," ""
1858,1BD82,??,2,Unverified,"  "
1859,1BD89,??,2,Unverified," +"
1860,1BD92,??,2,Unverified," /"
1861,1BDA3,??,2,Unverified," :"
1862,1BDAA,??,2,Unverified," <"
1863,1BDCD,20C1,21,StringEntry,"OTYPE_TelepathCentre2"
1864,1BDEC,??,2,Unverified," 2"
1865,1BE8B,??,2,Unverified," ""
1866,1BEA4,??,2,Unverified," +"
1867,1BEAD,??,2,Unverified," :"
1868,1BEB4,??,2,Unverified," <"
1869,1BED5,20D8,21,StringEntry,"OTYPE_TelepathCentre3"
1870,1BEF4,??,2,Unverified," 2"
1871,1BFB5,??,2,Unverified," ""
1872,1BFCE,??,2,Unverified," +"
1873,1BFD7,??,2,Unverified," :"
1874,1BFDE,??,2,Unverified," <"
1875,1BFF1,20EF,18,StringEntry,"OTYPE_BioweapPlant"
1876,1C014,??,2,Unverified," 2"
1877,1C0A9,??,2,Unverified," ""
1878,1C0C2,??,2,Unverified,"! "
1879,1C0C9,??,2,Unverified,"!+"
1880,1C0D2,??,2,Unverified,"!:"
1881,1C0D9,??,2,Unverified,"!<"
1882,1C0EC,2106,17,StringEntry,"OTYPE_CommsCentre"
1883,1C10E,??,2,Unverified,"!2"
1884,1C117,??,2,Unverified,"!4"
1885,1C188,??,2,Unverified,"!""
1886,1C1A1,??,2,Unverified,"! "
1887,1C1A8,??,2,Unverified,"!+"
1888,1C1B1,??,2,Unverified,"!:"
1889,1C1B8,??,2,Unverified,"!<"
1890,1C1CB,211D,21,StringEntry,"OTYPE_ExplosivesPlant"
1891,1C1F0,??,3,Unverified," !2"
1892,1C2C9,??,3,Unverified,"/!""
1893,1C2E2,??,3,Unverified,"2! "
1894,1C2E9,??,3,Unverified,"3!+"
1895,1C2F2,??,3,Unverified,"4!:"
1896,1C2F9,??,3,Unverified,"5!<"
1897,1C30D,2138,16,StringEntry,"OTYPE_PowerPlant"
1898,1C32D,??,3,Unverified,";!2"
1899,1C3F5,??,3,Unverified,"I!""
1900,1C40E,??,3,Unverified,"L! "
1901,1C415,??,3,Unverified,"M!+"
1902,1C41E,??,3,Unverified,"N!:"
1903,1C425,??,3,Unverified,"O!<"
1904,1C439,2152,20,StringEntry,"OTYPE_RepairFacility"
1905,1C45D,??,3,Unverified,"U!2"
1906,1C49D,??,3,Unverified,"[!""
1907,1C4B6,??,3,Unverified,"^! "
1908,1C4BD,??,3,Unverified,"_!+"
1909,1C4C6,??,3,Unverified,"`!:"
1910,1C4CD,??,3,Unverified,"a!<"
1911,1C4E1,2164,27,StringEntry,"OTYPE_MatterTransferStation"
1912,1C50C,??,3,Unverified,"g!2"
1913,1C5A1,??,3,Unverified,"r!""
1914,1C5BA,??,3,Unverified,"u! "
1915,1C5C1,??,3,Unverified,"v!+"
1916,1C5CA,??,3,Unverified,"w!:"
1917,1C5D1,??,3,Unverified,"x!<"
1918,1C5E5,217C,19,StringEntry,"OTYPE_RapidHeatRay1"
1919,1C609,??,2,Unverified,"!2"
1920,1C620,??,2,Unverified,"!4"
1921,1C655,??,2,Unverified,"!8"
1922,1C65B,??,2,Unverified,"!%"
1923,1C666,??,2,Unverified,"!""
1924,1C678,??,2,Unverified,"! "
1925,1C67F,??,2,Unverified,"!+"
1926,1C688,??,2,Unverified,"!<"
1927,1C6AB,??,2,Unverified,"!2"
1928,1C6E9,??,2,Unverified,"!8"
1929,1C6EF,??,2,Unverified,"!""
1930,1C702,219E,20,StringEntry,"OTYPE_HeatRayTurret1"
1931,1C727,??,2,Unverified,"!2"
1932,1C73E,??,2,Unverified,"!4"
1933,1C773,??,2,Unverified,"!8"
1934,1C779,??,2,Unverified,"!%"
1935,1C784,??,2,Unverified,"!""
1936,1C796,??,2,Unverified,"! "
1937,1C79D,??,2,Unverified,"!+"
1938,1C7A6,??,2,Unverified,"!<"
1939,1C7CB,??,2,Unverified,"!2"
1940,1C809,??,2,Unverified,"!""
1941,1C82C,??,2,Unverified,"!2"
1942,1C86A,??,2,Unverified,"!8"
1943,1C870,??,2,Unverified,"!""
1944,1C883,21CE,25,StringEntry,"OTYPE_ProjectileLauncher1"
1945,1C8AD,??,2,Unverified,"!2"
1946,1C8C4,??,2,Unverified,"!4"
1947,1C8F9,??,2,Unverified,"!8"
1948,1C8FF,??,2,Unverified,"!%"
1949,1C90A,??,2,Unverified,"!""
1950,1C91C,??,2,Unverified,"! "
1951,1C923,??,2,Unverified,"!+"
1952,1C92C,??,2,Unverified,"!<"
1953,1C951,??,2,Unverified,"!2"
1954,1C98F,??,2,Unverified,"!8"
1955,1C995,??,2,Unverified,"!""
1956,1C9B8,??,2,Unverified,"!2"
1957,1C9F6,??,2,Unverified,"!8"
1958,1C9FC,??,2,Unverified,"!""
1959,1CA0F,21FE,18,StringEntry,"OTYPE_Martian_Base"
1960,1CB8A,??,2,Unverified,""8"
1961,1CB90,??,2,Unverified,""""
1962,1CBA9,??,2,Unverified,"" "
1963,1CBB0,??,2,Unverified,"":"
1964,1CBB7,??,2,Unverified,""<"
1965,1CBD1,222C,16,StringEntry,"OTYPE_SteelWorks"
1966,1CBF1,??,3,Unverified,"/"2"
1967,1CC86,??,3,Unverified,":"""
1968,1CC9F,??,3,Unverified,"=" "
1969,1CCA6,??,3,Unverified,">"+"
1970,1CCAF,??,3,Unverified,"?":"
1971,1CCB6,??,3,Unverified,"@"<"
1972,1CCCA,2243,14,StringEntry,"OTYPE_CoalMine"
1973,1CCE8,??,3,Unverified,"F"2"
1974,1CD5B,??,3,Unverified,"O"""
1975,1CD74,??,3,Unverified,"R" "
1976,1CD7B,??,3,Unverified,"S"+"
1977,1CD84,??,3,Unverified,"T":"
1978,1CD8B,??,3,Unverified,"U"<"
1979,1CD9F,2258,17,StringEntry,"OTYPE_OilRefinery"
1980,1CDC0,??,3,Unverified,"["2"
1981,1CE22,??,3,Unverified,"c"""
1982,1CE3B,??,3,Unverified,"f" "
1983,1CE42,??,3,Unverified,"g"+"
1984,1CE4B,??,3,Unverified,"h":"
1985,1CE52,??,3,Unverified,"i"<"
1986,1CE66,2273,10,StringEntry,"OTYPE_Farm"
1987,1CE80,??,3,Unverified,"v"2"
1988,1CF05,??,2,Unverified,""""
1989,1CF1E,??,2,Unverified,"" "
1990,1CF25,??,2,Unverified,""+"
1991,1CF2E,??,2,Unverified,"":"
1992,1CF35,??,2,Unverified,""<"
1993,1CF48,228A,23,StringEntry,"OTYPE_HeavyElementPlant"
1994,1CF70,??,2,Unverified,""2"
1995,1D016,??,2,Unverified,""""
1996,1D02F,??,2,Unverified,"" "
1997,1D036,??,2,Unverified,""+"
1998,1D03F,??,2,Unverified,"":"
1999,1D046,??,2,Unverified,""<"
2000,1D059,22A3,17,StringEntry,"OTYPE_CopperForge"
2001,1D07B,??,2,Unverified,""2"
2002,1D0CC,??,2,Unverified,""""
2003,1D0E5,??,2,Unverified,"" "
2004,1D0EC,??,2,Unverified,""+"
2005,1D0F5,??,2,Unverified,"":"
2006,1D0FC,??,2,Unverified,""<"
2007,1D435,004B,15,StringEntry,"dat\res_d01.spr"
2008,1D455,004E,15,StringEntry,"dat\res_det.spr"
2009,1D475,0051,15,StringEntry,"dat\res_d02.spr"
2010,1D495,0054,15,StringEntry,"dat\res_det.spr"
2011,1D4B5,0057,15,StringEntry,"dat\res_d03.spr"
2012,1D4D5,005A,15,StringEntry,"dat\res_d04.spr"
2013,1D4F5,005D,15,StringEntry,"dat\res_d05.spr"
2014,1D515,0060,15,StringEntry,"dat\res_d06.spr"
2015,1D535,0063,15,StringEntry,"dat\res_d07.spr"
2016,1D555,0066,15,StringEntry,"dat\res_d08.spr"
2017,1D575,0069,15,StringEntry,"dat\res_d09.spr"
2018,1D595,006C,15,StringEntry,"dat\res_d10.spr"
2019,1D5B5,006F,15,StringEntry,"dat\res_d11.spr"
2020,1D5D5,0072,15,StringEntry,"dat\res_d12.spr"
2021,1D5F5,0075,15,StringEntry,"dat\res_d13.spr"
2022,1D615,0078,15,StringEntry,"dat\res_d14.spr"
2023,1D635,007B,15,StringEntry,"dat\res_d15.spr"
2024,1D655,007E,15,StringEntry,"dat\res_d16.spr"
2025,1D675,0081,15,StringEntry,"dat\res_d17.spr"
2026,1D695,0084,15,StringEntry,"dat\res_d18.spr"
2027,1D6B5,0087,15,StringEntry,"dat\res_d19.spr"
2028,1D6D5,008A,15,StringEntry,"dat\res_d20.spr"
2029,1D6F5,008D,15,StringEntry,"dat\res_d21.spr"
2030,1D715,0090,15,StringEntry,"dat\res_d22.spr"
2031,1D735,0093,15,StringEntry,"dat\res_d23.spr"
2032,1D755,0096,15,StringEntry,"dat\res_d24.spr"
2033,1D775,0099,15,StringEntry,"dat\res_d25.spr"
2034,1D795,009C,15,StringEntry,"dat\res_d26.spr"
2035,1D7B5,009F,15,StringEntry,"dat\res_d27.spr"
2036,1D7D5,00A2,15,StringEntry,"dat\res_d28.spr"
2037,1D7F5,00A5,15,StringEntry,"dat\res_d29.spr"
2038,1D815,00A8,15,StringEntry,"dat\res_d30.spr"
2039,1D835,00AC,16,StringEntry,"dat\rp_power.spr"
2040,1D856,00AF,16,StringEntry,"dat\RP_Comms.spr"
2041,1D877,00B2,15,StringEntry,"dat\RP_Repr.spr"
2042,1D897,00B5,16,StringEntry,"dat\mr_detal.spr"
2043,1D8B8,00B8,16,StringEntry,"dat\RP_Cnstr.spr"
2044,1D8D9,00BB,14,StringEntry,"dat\RP_EWP.spr"
2045,1D8F8,00BE,15,StringEntry,"dat\RP_Susp.spr"
2046,1D918,00C1,13,StringEntry,"dat\RP_TC.spr"
2047,1D936,00C4,14,StringEntry,"dat\RP_Bio.spr"
2048,1D955,00C7,13,StringEntry,"dat\RP_HX.spr"
2049,1D973,00CA,15,StringEntry,"dat\RP_Farm.spr"
2050,1D993,00CD,16,StringEntry,"dat\RP_HElmn.spr"
2051,1D9B4,00D0,16,StringEntry,"dat\RP_Coppr.spr"
2052,1D9D5,00D3,13,StringEntry,"dat\RP_sm.spr"
2053,1D9F3,00D6,13,StringEntry,"dat\RP_fm.spr"
2054,1DA11,00D9,12,StringEntry,"dat\RP_T.spr"
2055,1DA2E,00DC,13,StringEntry,"dat\RP_bm.spr"
2056,1DA4C,00DF,13,StringEntry,"dat\RP_el.spr"
2057,1DA6A,00E2,14,StringEntry,"dat\RP_FLM.spr"
2058,1DA89,00E5,14,StringEntry,"dat\RP_scn.spr"
2059,1DAA8,00E8,15,StringEntry,"dat\RP_cons.spr"
2060,1DAC8,00EB,13,StringEntry,"dat\RP_xt.spr"
2061,1DAE6,00EE,13,StringEntry,"dat\RP_hm.spr"
2062,1DB04,00F1,13,StringEntry,"dat\RP_DM.spr"
2063,1DB22,00F4,13,StringEntry,"dat\RP_DR.spr"
2064,1DB40,00F7,16,StringEntry,"dat\RP_Blcks.spr"
2065,1DB61,00FA,16,StringEntry,"dat\RP_Rapid.spr"
2066,1DB82,00FD,14,StringEntry,"dat\RP_HRT.spr"
2067,1DBA1,0100,15,StringEntry,"dat\RP_Proj.spr"
2068,1DBC1,0103,15,StringEntry,"dat\RP_mods.spr"
2069,1DBE1,0106,14,StringEntry,"dat\RP_Obs.spr"
2070,1FB02,0669,16,StringEntry,"dat\mwaitcur.spr"
2071,1FB1C,066A,16,StringEntry,"dat\hwaitcur.spr"
